teplota,rychlost_vitr,max_naraz_vitr,vlhkost,uhrn_srazky,tlak,mesic,y
20.6,0.5,7.5,75,0.0,1017.065076,9,0
20.4,1.0,7.1,72,0.0,1011.787618,9,0
13.8,1.2,10.5,64,0.0,1021.222584,9,0
11.4,0.2,5.2,70,0.0,1024.710765,9,0
13.3,0.8,6.1,65,0.0,1019.38875,9,0
15.5,0.9,7.2,63,0.0,1015.338365,9,0
14.4,0.7,6.6,77,0.0,1013.522831,9,0
15.8,0.5,4.3,77,0.0,1008.600684,9,0
18.1,0.8,5.5,77,0.0,1003.109653,9,0
14.5,0.8,9.4,83,2.5,1000.083657,9,1
12.4,1.8,9.2,85,24.6,994.791133,9,1
6.2,1.6,12.8,92,22.6,994.4774132,9,1
8.0,0.4,6.7,90,0.0,1003.969405,9,0
9.3,0.3,2.8,90,1.2,1010.009844,9,1
11.0,1.1,7.0,79,1.6,1008.971198,9,1
12.1,1.0,5.6,82,0.0,1012.773247,9,0
11.5,0.4,4.3,81,0.0,1003.976042,10,0
14.6,2.5,9.1,82,0.0,997.7029267,10,0
14.9,0.5,9.5,85,1.2,990.8958212,10,1
10.2,1.7,11.3,78,0.0,997.8214795,10,0
10.2,1.4,6.3,97,3.7,1003.035554,10,1
12.3,2.3,12.3,80,0.7,1003.923281,10,1
12.3,3.1,9.5,81,0.5,1008.437968,10,1
13.6,2.1,9.6,77,0.0,1015.422844,10,0
14.4,2.2,9.3,84,1.4,1014.689184,10,1
7.9,2.0,10.3,92,1.2,1012.097611,10,1
5.0,0.2,3.4,92,0.0,1017.530427,10,0
5.8,0.7,7.8,86,0.1,1015.553913,10,1
7.9,1.0,6.9,79,0.8,1011.269892,10,1
8.8,3.6,14.7,85,1.8,1004.232733,10,1
10.7,0.5,6.1,87,0.8,1010.805069,10,1
8.8,0.7,9.2,83,5.0,1009.397517,10,1
7.7,1.4,8.1,90,2.2,1015.344097,10,1
8.3,2.1,11.6,77,0.5,1017.756674,10,1
7.3,0.5,5.1,82,0.0,1020.641687,10,0
4.3,0.5,4.1,95,0.0,1017.446729,10,0
7.0,0.6,3.2,95,0.0,1001.713921,10,0
9.1,0.6,3.3,93,0.9,1013.892545,10,1
11.3,0.2,1.7,98,3.2,1010.063708,10,1
9.9,0.7,7.6,83,0.0,1011.131906,10,0
9.2,0.1,3.4,94,0.0,1007.945932,10,0
9.9,1.1,4.5,96,1.2,1002.222919,10,1
7.2,0.5,6.2,86,0.3,1008.369007,10,1
6.2,0.2,3.7,94,0.2,1011.51642,10,1
7.3,1.6,11.1,89,5.6,1013.179101,10,1
12.1,1.6,14.2,89,0.3,1016.01117,10,1
11.5,0.6,14.8,86,0.3,1017.527127,10,1
10.3,0.0,2.5,99,2.0,1013.975424,11,1
13.2,1.0,5.7,94,0.0,1011.532486,11,0
12.7,1.2,8.4,75,0.0,1019.014375,11,0
9.4,2.2,8.0,64,0.0,1027.970063,11,0
3.8,0.4,6.2,82,0.0,1035.018833,11,0
3.1,0.1,2.2,81,0.0,1034.118604,11,0
1.3,0.6,3.0,100,0.0,1030.858842,11,0
0.7,1.0,2.8,100,0.3,1027.945104,11,1
1.5,1.4,2.6,100,0.5,1028.771576,11,1
4.4,0.6,2.7,93,0.0,1028.703271,11,0
4.4,0.3,3.1,93,0.5,1027.158146,11,1
5.5,0.1,4.4,91,0.0,1022.623042,11,0
6.9,0.3,2.8,92,0.8,1020.798736,11,1
9.4,0.5,2.9,94,0.0,1020.026292,11,0
5.7,1.0,5.4,99,2.7,1017.268917,11,1
8.1,1.2,6.4,87,0.0,1016.494646,11,0
9.3,2.0,8.6,87,0.0,1024.725479,11,0
7.0,0.4,5.5,83,0.0,1024.722453,11,0
6.3,1.4,10.6,91,0.3,1020.162618,11,1
3.6,2.6,10.1,76,0.0,1030.460931,11,0
-0.6,0.9,5.6,89,0.0,1032.999521,11,0
3.6,0.0,3.2,88,0.2,1026.428417,11,1
3.2,0.9,9.2,87,0.0,1026.477354,11,0
-1.1,1.0,2.6,100,0.0,1027.300417,11,0
-0.2,0.7,4.0,96,0.0,1023.606569,11,0
-0.5,0.6,4.1,98,0.0,1023.731278,11,0
0.5,0.6,2.7,99,0.3,1022.54425,11,1
1.2,0.7,5.1,89,0.0,1023.042465,11,0
1.5,1.5,7.2,83,0.0,1024.269715,11,0
-2.0,0.4,5.3,89,2.0,1023.631104,11,1
-0.2,0.9,5.5,92,0.0,1018.3555,12,0
-2.9,1.4,6.2,83,0.3,1018.163007,12,1
-1.1,2.6,7.4,84,0.0,1007.49459,12,0
-0.1,0.6,6.7,92,0.0,997.5640278,12,0
2.0,0.2,4.7,93,0.0,1000.664281,12,0
8.3,1.2,8.7,85,0.0,1000.409784,12,0
6.0,1.8,10.2,79,0.0,1001.413057,12,0
5.0,2.4,6.9,84,2.5,1005.589917,12,1
4.3,1.2,6.5,93,1.1,1007.989507,12,1
3.3,0.5,3.8,95,0.2,1005.905458,12,1
2.3,1.5,5.9,95,0.0,1002.634718,12,0
2.9,0.2,2.7,94,0.0,1000.917639,12,0
3.7,0.0,2.4,95,0.0,1010.710535,12,0
4.6,1.4,4.9,91,0.0,1015.312764,12,0
3.4,1.1,5.5,89,0.1,1016.361729,12,1
3.7,0.5,3.4,96,0.0,1020.917993,12,0
3.1,0.5,3.9,92,0.0,1023.325375,12,0
2.3,0.5,3.8,98,0.4,1025.920722,12,1
1.5,1.0,4.2,99,0.0,1023.954181,12,0
0.8,0.9,3.6,97,0.1,1023.342264,12,1
2.1,0.0,4.7,98,3.0,1023.068097,12,1
7.4,1.7,6.2,100,5.2,1014.345479,12,1
9.4,0.4,5.4,100,2.3,1011.439201,12,1
5.9,3.8,14.4,81,0.8,1006.770799,12,1
2.0,1.2,9.9,74,0.0,1015.905194,12,0
0.3,2.5,9.4,74,0.0,1020.718306,12,0
-1.1,2.3,9.1,70,0.0,1003.48553,12,0
0.9,1.0,6.9,85,0.2,985.9848222,12,1
1.0,1.6,8.2,88,0.0,992.193741,12,0
-1.8,0.2,2.9,91,0.0,1004.125125,12,0
-1.2,0.1,2.9,93,0.0,1007.252299,12,0
-0.5,0.0,2.0,98,0.1,1008.377896,1,1
0.2,0.9,3.4,95,2.5,1012.843757,1,1
2.6,0.8,5.3,100,0.9,1010.114889,1,1
2.1,1.3,5.2,98,0.5,1012.758597,1,1
1.5,0.7,5.2,95,0.8,1011.939785,1,1
1.7,1.8,7.1,82,0.0,1009.809521,1,0
0.9,2.6,8.4,72,0.3,1011.011764,1,1
0.7,1.8,7.3,87,0.3,1012.224792,1,1
0.6,1.1,7.1,77,0.0,1018.829368,1,0
-1.1,0.7,6.1,81,0.0,1022.481194,1,0
-3.3,1.0,6.2,88,0.1,1019.979889,1,1
0.5,2.3,13.3,81,0.5,1007.601465,1,1
1.8,3.6,14.4,75,2.2,1008.31141,1,1
0.7,3.8,16.9,77,0.0,1012.38691,1,0
-0.6,2.2,9.8,79,0.7,1020.403694,1,1
-4.1,2.2,9.3,68,0.0,1021.951042,1,0
-3.5,0.7,5.7,73,0.1,1019.057146,1,1
-0.1,1.0,8.1,88,0.0,1019.985812,1,0
2.4,3.5,13.3,85,2.6,1012.251889,1,1
2.7,1.6,9.3,81,0.0,1007.89934,1,0
0.4,1.0,3.6,95,0.0,1003.692255,1,0
3.4,0.7,5.8,85,4.5,996.4980868,1,1
2.1,1.7,11.0,89,3.3,995.5285993,1,1
1.1,1.3,8.9,91,3.3,996.2292396,1,1
0.6,1.4,7.2,72,0.0,1003.412214,1,0
-0.2,1.9,12.1,82,0.4,1012.278903,1,1
1.0,2.0,11.7,74,0.0,1013.737292,1,0
1.2,1.1,7.0,93,4.8,1004.572889,1,1
-0.1,0.6,6.4,99,12.5,997.805866,1,1
-0.4,2.1,13.8,80,0.0,1000.706878,1,0
-4.0,0.7,3.4,74,0.0,1005.574938,1,0
-2.0,0.7,4.3,77,0.0,1001.000665,2,0
0.4,0.4,2.5,92,1.1,1003.906854,2,1
3.5,1.1,7.4,100,8.2,1001.494842,2,1
4.7,2.3,9.5,88,0.2,1010.824619,2,1
1.6,0.2,2.5,99,3.4,1015.394139,2,1
-0.1,1.8,6.8,100,8.1,1012.21991,2,1
-4.8,2.7,8.4,94,10.4,1004.421023,2,1
-7.8,1.9,5.9,83,2.1,999.5573896,2,1
-8.8,1.9,4.3,82,0.3,1004.51191,2,1
-9.1,1.5,8.0,73,0.0,1009.014535,2,0
-5.1,2.0,10.0,74,0.5,1022.682625,2,1
-10.6,0.7,5.8,81,0.0,1030.715153,2,0
-6.0,1.4,7.8,77,0.0,1035.215687,2,0
-10.3,0.6,3.8,78,0.0,1037.262958,2,0
-10.0,0.5,2.9,81,4.7,1032.211812,2,1
-2.5,0.4,2.8,90,1.1,1019.216056,2,1
4.2,1.8,14.5,82,0.2,1015.041125,2,1
3.5,0.4,4.0,85,0.0,1016.500646,2,0
2.2,0.6,4.9,82,0.0,1016.79159,2,0
0.6,0.4,2.2,86,0.0,1020.419993,2,0
1.9,0.4,2.2,98,0.0,1021.850007,2,0
1.6,0.4,3.7,94,0.0,1023.329305,2,0
1.6,0.4,3.0,94,0.0,1031.995493,2,0
2.0,0.7,2.1,99,0.0,1032.377542,2,0
3.9,0.2,2.1,90,0.0,1027.746187,2,0
4.3,1.5,9.7,88,1.6,1026.67141,2,1
4.2,2.0,9.9,76,0.0,1033.256854,2,0
3.6,0.8,4.9,73,0.0,1032.967646,2,0
1.0,0.6,3.9,90,0.0,1032.025563,3,0
0.9,0.9,2.7,100,0.0,1032.180445,3,0
0.2,0.3,2.7,100,0.0,1026.837611,3,0
5.2,1.5,10.1,85,6.8,1015.420507,3,1
0.1,1.6,10.3,70,0.0,1021.436486,3,0
-0.1,0.6,7.8,65,0.0,1028.372188,3,0
1.0,1.1,10.6,69,0.0,1020.036653,3,0
0.2,1.2,6.4,67,0.0,1018.406403,3,0
-0.9,0.6,5.6,68,0.0,1017.631694,3,0
1.0,0.5,5.1,85,0.2,1016.718924,3,1
5.4,1.4,8.6,86,0.8,1004.07943,3,1
6.0,4.3,15.7,57,0.0,1004.98909,3,0
6.8,4.5,13.7,68,0.2,1000.287549,3,1
5.3,4.3,14.5,65,0.0,1004.212606,3,0
4.5,2.8,11.8,80,0.7,1005.91734,3,1
3.5,3.7,13.2,74,2.1,1013.647062,3,1
1.9,2.1,10.6,84,0.3,1018.099521,3,1
2.6,2.0,8.0,71,2.5,1017.930882,3,1
0.6,1.6,11.0,82,1.2,1017.161757,3,1
-1.2,0.9,7.9,61,0.0,1023.537785,3,0
4.6,3.0,13.1,69,0.0,1013.703347,3,0
4.9,2.6,9.2,67,0.0,1017.450479,3,0
5.1,1.9,10.0,74,0.0,1021.86791,3,0
6.8,0.5,6.1,65,0.0,1020.974736,3,0
8.4,0.8,5.1,67,0.0,1018.275639,3,0
8.0,0.7,12.0,67,0.0,1016.964972,3,0
5.9,3.6,16.7,66,1.1,1019.033076,3,1
7.0,1.1,9.7,70,0.0,1027.286875,3,0
13.6,1.4,7.5,53,0.0,1026.969687,3,0
14.0,0.0,7.0,44,0.0,1027.247236,3,0
13.8,0.8,6.0,57,0.0,1020.316687,3,0
12.8,2.2,10.6,63,0.0,1013.540958,4,0
7.1,3.1,13.0,67,0.5,1016.505646,4,1
4.6,1.8,10.8,70,0.7,1018.444563,4,1
6.0,1.6,7.5,63,0.0,1017.508118,4,0
2.3,3.1,15.5,83,1.2,1003.574038,4,1
1.2,2.2,14.3,67,0.7,1006.392146,4,1
2.5,4.2,12.9,65,0.2,1010.241181,4,1
3.6,2.4,13.8,58,0.0,1019.346042,4,0
6.1,0.4,10.6,63,0.0,1015.513028,4,0
8.1,0.2,4.2,76,0.2,1012.639812,4,1
12.3,1.0,11.9,65,0.0,1007.743639,4,0
3.8,2.3,13.0,75,1.5,1020.473792,4,1
4.6,2.0,10.4,61,0.0,1025.600208,4,0
3.8,2.2,10.6,59,0.0,1024.296062,4,0
3.7,2.1,12.8,65,0.2,1023.058389,4,1
4.3,2.5,9.0,76,1.5,1020.906451,4,1
5.1,0.9,6.3,79,0.0,1018.926521,4,0
7.7,0.9,5.6,79,0.0,1017.178764,4,0
9.8,2.0,7.6,71,0.2,1015.725729,4,1
10.6,1.2,10.3,71,6.9,1012.783875,4,1
10.4,1.4,10.1,60,0.0,1011.334181,4,0
7.6,3.0,20.3,47,0.0,1018.090153,4,0
6.9,1.8,12.9,55,0.0,1023.109518,4,0
7.3,1.3,9.8,65,0.0,1021.349,4,0
5.6,1.6,10.0,67,0.0,1020.176056,4,0
6.2,1.8,7.7,49,0.0,1017.023792,4,0
8.1,1.0,7.8,40,0.0,1010.559924,4,0
12.4,1.5,5.6,43,0.0,1004.308146,4,0
12.9,2.3,10.8,60,0.0,1001.841249,4,0
11.2,2.1,8.5,54,1.0,1008.521076,4,1
10.6,1.1,7.2,76,11.2,1008.712854,5,1
7.3,3.1,13.9,79,1.0,1009.736292,5,1
8.0,2.1,10.6,53,0.0,1016.339611,5,0
10.7,3.1,15.0,64,0.0,1004.5245,5,0
6.9,3.7,17.7,73,0.3,1002.078706,5,1
7.1,2.0,13.0,74,4.7,1006.190347,5,1
6.8,3.2,14.2,69,0.0,1008.931736,5,0
11.4,1.1,8.9,50,0.0,1015.617889,5,0
17.8,1.3,7.6,47,0.0,1009.636951,5,0
21.2,1.8,5.7,44,0.0,1005.830514,5,0
21.0,2.3,11.8,60,3.6,1001.502717,5,1
13.8,1.6,10.9,86,17.5,1004.817354,5,1
10.8,2.4,12.8,86,11.1,1002.42309,5,1
10.5,1.1,10.2,91,2.4,1005.169847,5,1
11.2,2.2,9.4,79,10.1,1005.599514,5,1
11.9,2.2,10.9,79,0.0,1002.387101,5,0
11.6,2.5,10.1,78,7.7,1003.251965,5,1
11.9,1.7,11.6,65,0.0,1008.788826,5,0
10.5,1.7,10.6,77,1.0,1012.758146,5,1
11.2,1.8,12.0,73,1.0,1015.815903,5,1
13.1,2.2,11.6,75,1.0,1007.659903,5,1
11.4,2.2,13.2,68,0.1,1005.409201,5,1
11.3,1.4,10.9,72,0.8,1012.615021,5,1
13.9,1.8,7.0,72,1.3,1012.522313,5,1
11.0,2.1,14.5,69,0.3,1012.094924,5,1
11.4,2.1,12.5,73,0.0,1011.592181,5,0
11.9,4.2,11.6,67,0.4,1013.135444,5,1
12.1,1.5,9.1,70,0.4,1017.668278,5,1
13.1,1.9,10.9,64,0.0,1019.824174,5,0
11.0,0.9,10.1,59,0.0,1021.834771,5,0
13.8,0.0,10.7,59,0.0,1018.895354,5,0
16.5,0.9,5.7,61,0.1,1014.69359,6,1
18.0,1.2,7.4,59,0.0,1015.04009,6,0
18.6,0.5,5.9,59,0.0,1018.474028,6,0
20.6,0.2,3.3,68,0.0,1016.963875,6,0
20.2,0.8,7.5,74,0.0,1013.832875,6,0
19.5,0.6,5.6,74,0.0,1013.977833,6,0
21.4,1.6,7.1,64,0.0,1015.646,6,0
21.7,1.5,8.3,55,0.0,1015.627125,6,0
18.3,0.9,6.9,81,0.0,1015.772125,6,0
16.7,0.9,9.8,88,1.6,1015.269,6,1
20.6,2.2,10.4,69,0.0,1012.714299,6,0
19.9,1.1,11.6,65,0.0,1011.405014,6,0
14.1,2.8,12.8,60,0.0,1020.454083,6,0
18.2,0.7,6.0,63,0.0,1017.631229,6,0
22.2,0.9,6.6,57,0.0,1013.850319,6,0
22.7,0.9,5.5,64,0.0,1011.851708,6,0
24.5,1.3,7.7,54,0.0,1011.200778,6,0
25.2,1.3,6.8,51,0.0,1010.341069,6,0
25.6,0.0,3.9,64,0.0,1008.696958,6,0
25.9,0.5,6.7,68,0.0,1004.431785,6,0
25.1,1.5,9.7,62,8.1,1001.806132,6,1
18.0,1.4,10.0,85,1.6,1009.194868,6,1
17.9,1.3,6.6,85,13.9,1014.131333,6,1
18.9,0.9,12.6,82,4.9,1012.384993,6,1
17.3,0.5,6.6,91,3.8,1012.98,6,1
17.9,0.0,6.8,86,0.0,1014.55441,6,0
19.9,0.7,5.4,76,0.0,1012.902785,6,0
22.7,0.8,6.6,69,1.6,1011.104618,6,1
20.5,1.1,9.3,91,16.1,1005.85909,6,1
19.3,2.9,9.2,71,0.0,1005.232444,6,0
17.0,2.0,9.9,76,2.4,1008.336361,7,1
17.3,1.8,8.5,79,2.8,1011.748007,7,1
18.2,0.6,6.9,69,0.0,1011.038618,7,0
21.1,0.4,7.7,66,0.0,1006.774326,7,0
20.5,1.8,10.2,70,0.0,1006.571243,7,0
24.0,0.7,10.3,61,3.4,1006.890979,7,1
18.4,0.6,10.8,87,1.5,1013.254111,7,1
19.0,1.4,8.9,88,23.3,1013.786528,7,1
18.3,1.6,12.8,81,6.2,1011.541903,7,1
19.2,0.3,6.6,71,0.0,1013.403847,7,0
19.9,0.0,8.8,74,15.5,1011.620174,7,1
18.9,0.8,4.7,82,0.0,1008.87084,7,0
21.8,1.6,13.7,81,26.1,1003.302494,7,1
20.5,1.3,6.1,80,0.9,1005.602187,7,1
19.3,1.3,7.6,85,0.1,1008.033257,7,1
22.7,1.1,10.2,74,18.7,1011.82141,7,1
20.7,1.8,10.7,90,13.0,1012.720167,7,1
21.0,1.2,8.9,72,0.0,1013.139042,7,0
17.6,2.0,10.4,66,0.0,1012.909382,7,0
17.4,1.5,7.5,68,0.0,1011.276639,7,0
17.7,1.0,5.3,70,0.0,1018.493708,7,0
18.5,0.6,4.2,70,0.0,1016.844111,7,0
21.2,0.6,4.9,65,0.0,1011.603021,7,0
23.0,0.8,6.2,59,0.0,1007.381743,7,0
22.2,0.6,8.4,70,50.5,1004.823826,7,1
21.4,0.4,12.5,78,0.1,1006.686556,7,1
21.6,0.9,8.5,75,0.0,1008.439785,7,0
18.5,1.4,8.2,82,3.1,1007.857701,7,1
19.2,3.1,11.9,68,0.0,1008.450361,7,0
20.2,1.5,8.5,63,0.0,1005.66634,7,0
20.0,3.3,10.7,60,2.2,1004.006646,7,1
16.1,0.7,6.1,92,7.8,1005.293528,8,1
17.1,1.5,8.2,75,0.0,1008.664986,8,0
16.0,0.2,9.1,80,9.8,1010.08725,8,1
17.2,0.7,5.3,87,0.8,1009.160236,8,1
16.1,0.7,5.9,94,1.5,1005.052736,8,1
17.2,0.9,7.5,86,4.1,1002.794007,8,1
18.7,1.1,7.1,80,7.1,1002.96376,8,1
18.6,2.3,11.1,71,0.0,1008.216514,8,0
18.0,1.4,7.8,70,0.0,1014.749875,8,0
17.6,1.1,9.3,85,0.0,1012.968167,8,0
19.4,1.3,8.1,68,0.0,1014.900361,8,0
19.5,0.5,4.8,76,0.0,1016.981097,8,0
22.3,0.1,4.4,76,0.0,1015.553722,8,0
22.8,1.3,9.4,64,0.0,1013.763229,8,0
22.4,0.1,9.2,67,0.0,1008.665451,8,0
19.3,2.6,13.3,69,0.0,1004.846882,8,0
15.7,3.7,14.2,62,0.0,1011.256847,8,0
16.3,1.8,10.3,78,0.0,1011.150208,8,0
17.8,1.3,7.7,77,0.1,1010.149958,8,1
17.3,1.7,6.1,85,0.1,1012.189549,8,1
18.2,1.0,5.2,76,0.0,1014.744243,8,0
17.8,0.9,6.7,92,1.5,1012.407611,8,1
15.7,1.4,8.2,90,5.5,1013.208556,8,1
14.2,1.8,8.3,83,0.0,1019.822285,8,0
16.8,1.4,8.7,73,0.3,1014.695951,8,1
14.7,1.9,11.0,74,2.7,1005.613229,8,1
12.8,1.1,7.2,91,5.0,1008.655243,8,1
13.8,1.3,7.3,87,1.1,1011.472187,8,1
15.2,0.7,5.5,81,33.0,1010.466604,8,1
15.0,1.5,9.3,83,3.5,1010.053486,8,1
15.3,2.1,10.0,78,0.2,1014.242132,8,1
16.1,2.2,11.8,76,0.0,1019.809125,9,0
15.6,0.5,7.1,80,0.0,1021.944681,9,0
16.5,0.8,6.2,78,0.0,1016.482354,9,0
17.0,1.2,6.6,78,0.0,1014.412257,9,0
17.0,1.7,5.2,79,0.0,1017.775271,9,0
17.0,0.2,3.9,78,0.0,1019.770097,9,0
17.1,0.6,6.6,73,0.0,1019.173549,9,0
16.3,0.8,6.9,75,0.0,1016.008347,9,0
16.7,0.5,4.6,76,0.0,1011.483243,9,0
19.8,1.2,4.1,76,0.0,1011.341285,9,0
16.8,0.5,3.6,98,4.5,1013.014326,9,1
18.0,0.6,6.5,82,0.0,1012.605472,9,0
17.1,0.9,6.0,81,0.0,1013.712576,9,0
16.8,0.6,4.2,82,0.0,1013.442528,9,0
17.1,0.0,2.4,93,1.6,1010.198271,9,1
16.3,1.2,8.7,90,1.7,1009.439014,9,1
15.1,2.0,9.6,80,0.6,1010.395021,9,1
14.4,1.3,8.7,80,0.0,1011.616847,9,0
11.0,1.6,5.8,75,0.0,1013.635799,9,0
10.8,0.4,5.3,75,0.0,1017.864556,9,0
12.3,1.4,10.6,73,0.0,1023.357653,9,0
12.1,1.6,12.8,77,0.0,1021.805569,9,0
16.3,2.5,11.3,66,0.0,1013.669875,9,0
15.9,3.2,12.8,75,0.0,1011.741243,9,0
16.0,0.5,5.9,78,0.0,1012.706437,9,0
16.2,0.0,3.3,83,0.1,1014.916097,9,1
17.2,0.4,4.4,89,0.0,1013.34425,9,0
14.4,0.9,9.5,87,0.0,1017.230562,9,0
15.2,2.0,10.4,80,0.0,1015.627792,9,0
9.1,0.9,8.8,74,0.0,1023.498542,9,0
